"","Team","Plot_ID","TEMP2MMIN","TEMP2MMAX","PRECIP","SRAVG","Date","Irrigation_mm","NDVI_pred","etc_mm_pred","Planting_date","sm","FC","PWP","DOY"
"1",15,2502,3.39,23.41,0,262.44,2024-05-08,0,0.165255063922712,0.061233889311552,129,40.4900169372559,31.5273048464757,14.5347859780962,129
"2",15,2502,5.7,19.68,0,291.42,2024-05-09,0,0.170873132565549,0.0046138558536768,129,40.6101264953613,31.5273048464757,14.5347859780962,130
"3",15,2502,2.31,18.54,0,299.93,2024-05-10,0,0.176553425124761,0.011554354801774,129,40.3181037902832,31.5273048464757,14.5347859780962,131
"4",15,2502,4.47,20.75,0,285.81,2024-05-11,0,0.182199868065734,-0.000408239633543417,129,40.3586387634277,31.5273048464757,14.5347859780962,132
"5",15,2502,4.07,22.99,0,205.01,2024-05-12,0,0.187707575243862,0.0596895106136799,129,40.3470344543457,31.5273048464757,14.5347859780962,133
"6",15,2502,11.24,19.13,2.79,177.99,2024-05-13,0,0.192963640028242,0.0796780288219452,129,40.6883926391602,31.5273048464757,14.5347859780962,134
"7",15,2502,7.85,23.6,0,317.87,2024-05-14,0,0.197848350757186,-0.00996486283838749,129,40.234130859375,31.5273048464757,14.5347859780962,135
"8",15,2502,7.6,28.07,1.02,283.19,2024-05-15,0,0.202236816808878,0.0933019891381264,129,40.214282989502,31.5273048464757,14.5347859780962,136
"9",15,2502,8.66,22.52,0,237.56,2024-05-16,0,0.206000984284726,0.144475623965263,129,40.4965171813965,31.5273048464757,14.5347859780962,137
"10",15,2502,3.93,26.1,0,335.65,2024-05-17,0,0.209037129898419,0.0702120885252953,129,40.2725486755371,31.5273048464757,14.5347859780962,138
"11",15,2502,9.75,31.03,0,330.61,2024-05-18,0,0.211345488556304,0.0802792906761169,129,40.4483795166016,31.5273048464757,14.5347859780962,139
"12",15,2502,12.92,25.15,6.1,331.39,2024-05-19,0,0.212958674058312,0.0208002161234617,129,40.3351135253906,31.5273048464757,14.5347859780962,140
"13",15,2502,11.85,26.1,5.33,198.6,2024-05-20,0,0.213915904844868,0.166305035352707,129,41.0921821594238,31.5273048464757,14.5347859780962,141
"14",15,2502,12.67,21.3,0.25,193.06,2024-05-21,0,0.214261809249316,0.115653194487095,129,40.7378273010254,31.5273048464757,14.5347859780962,142
"15",15,2502,8.73,18.54,3.56,252.74,2024-05-22,0,0.214045315354988,0.0920838266611099,129,40.3186111450195,31.5273048464757,14.5347859780962,143
"16",15,2502,5.15,22.65,0.25,343.71,2024-05-23,0,0.213318629438403,0.0142375025898218,129,39.6216468811035,31.5273048464757,14.5347859780962,144
"17",15,2502,12.06,26.85,0.51,329.08,2024-05-24,0,0.21213630382486,0.0273711066693068,129,41.2492523193359,31.5273048464757,14.5347859780962,145
"18",15,2502,8.53,22.72,0,350.66,2024-05-25,0,0.210554393555678,0.0499261468648911,129,40.5672187805176,31.5273048464757,14.5347859780962,146
"19",15,2502,9.61,30.58,0,242.88,2024-05-26,0,0.20862970099264,0.119955353438854,129,40.5468521118164,31.5273048464757,14.5347859780962,147
"20",15,2502,8.93,26.24,0,296.78,2024-05-27,0,0.206419107867882,0.0425458922982216,129,40.476505279541,31.5273048464757,14.5347859780962,148
"21",15,2502,6.24,27.26,0,321.34,2024-05-28,0,0.203987563777422,0.0565951988101006,129,39.6131401062012,31.5273048464757,14.5347859780962,149
"22",15,2502,12.86,23.4,7.11,216.44,2024-05-29,0,0.201432651903409,0.0524105951189995,129,40.788387298584,31.5273048464757,14.5347859780962,150
"23",15,2502,11.1,28,0,324.61,2024-05-30,0,0.198857265106421,-0.00238378485664725,129,39.9822731018066,31.5273048464757,14.5347859780962,151
"24",15,2502,13.33,27.24,1.27,270.95,2024-05-31,0,0.196360546959828,0.0526212006807327,129,41.4680061340332,31.5273048464757,14.5347859780962,152
"25",15,2502,13.45,24.47,33.53,265.96,2024-06-01,0,0.194037920028782,0.0617354512214661,129,41.3323135375977,31.5273048464757,14.5347859780962,153
"26",15,2502,12.46,27.93,0,313.22,2024-06-02,0,0.191981485818759,0.0278345793485641,129,41.0092697143555,31.5273048464757,14.5347859780962,154
"27",15,2502,15.16,29.63,0,296.91,2024-06-03,0,0.190280791821509,0.122300110757351,129,41.3231163024902,31.5273048464757,14.5347859780962,155
"28",15,2502,14.76,30.17,1.02,231.72,2024-06-04,0,0.189023960717598,0.0155471134930849,129,41.3398971557617,31.5273048464757,14.5347859780962,156
"29",15,2502,15.3,28,4.06,287.58,2024-06-05,0,0.188299178317564,0.016749519854784,129,41.3605880737305,31.5273048464757,14.5347859780962,157
"30",15,2502,11.51,33.54,0,323.43,2024-06-06,0,0.188196540344239,0.0207125190645456,129,41.0712928771973,31.5273048464757,14.5347859780962,158
"31",15,2502,13.68,27.93,0,344.4,2024-06-07,0,0.188810263253794,0.0227546785026789,129,42.3094787597656,31.5273048464757,14.5347859780962,159
"32",15,2502,14.96,37.2,0,282.63,2024-06-08,0,0.190241269868834,0.283694267272949,129,42.2862319946289,31.5273048464757,14.5347859780962,160
"33",15,2502,15.43,27.4,4.83,291.12,2024-06-09,0,0.192600164672866,0.249756217002869,129,42.0475578308105,31.5273048464757,14.5347859780962,161
"34",15,2502,14.08,24.49,0,285.68,2024-06-10,0,0.196010612953121,0.143770888447762,129,41.2391471862793,31.5273048464757,14.5347859780962,162
"35",15,2502,11.92,27.2,0,332.75,2024-06-11,0,0.200613127491922,0.00454203132539988,129,40.951042175293,31.5273048464757,14.5347859780962,163
"36",15,2502,14.28,30.56,0,330.73,2024-06-12,0,0.206569238346382,0.763069570064545,129,40.4903526306152,31.5273048464757,14.5347859780962,164
"37",15,2502,17.61,38.7,0,347.34,2024-06-13,0,0.214065963523509,0.762339532375336,129,39.7795753479004,31.5273048464757,14.5347859780962,165
"38",15,2502,17.27,37.27,0,295.74,2024-06-14,0,0.22327894680227,0.760349154472351,129,38.6071929931641,31.5273048464757,14.5347859780962,166
"39",15,2502,17.88,30.58,1.52,241.43,2024-06-15,0,0.234240930991948,1.52263247966766,129,38.8571395874023,31.5273048464757,14.5347859780962,167
"40",15,2502,16.93,33.41,0,311.22,2024-06-16,0,0.246944362126938,1.77564215660095,129,37.5233917236328,31.5273048464757,14.5347859780962,168
"41",15,2502,17.88,37,0,333.89,2024-06-17,0,0.26137216010853,1.77259027957916,129,36.2775115966797,31.5273048464757,14.5347859780962,169
"42",15,2502,21.53,35.58,0.76,288.27,2024-06-18,0,0.277489392549101,1.77750742435455,129,35.5438346862793,31.5273048464757,14.5347859780962,170
"43",15,2502,18.61,26.93,0,276.32,2024-06-19,0,0.295235365661798,1.0174902677536,129,36.7385292053223,31.5273048464757,14.5347859780962,171
"44",15,2502,12.99,21.51,0,134.08,2024-06-20,0,0.314516645343206,2.79440689086914,129,36.4916343688965,31.5273048464757,14.5347859780962,172
"45",15,2502,18.21,31.67,0.25,306.41,2024-06-21,0,0.335201644862476,3.30135703086853,129,39.2042427062988,31.5273048464757,14.5347859780962,173
"46",15,2502,19.09,33.74,0,315.91,2024-06-22,0,0.357117453037241,3.04830121994019,129,34.0961303710938,31.5273048464757,14.5347859780962,174
"47",15,2502,19.22,32.86,0,304.59,2024-06-23,0,0.38004949358754,3.55343222618103,129,33.3212966918945,31.5273048464757,14.5347859780962,175
"48",15,2502,17.2,38.09,0,320.87,2024-06-24,0,0.403755068127894,3.55921411514282,129,32.1453399658203,31.5273048464757,14.5347859780962,176
"49",15,2502,20.37,39.65,0,304.34,2024-06-25,25.4,0.428002937218559,4.06225633621216,129,33.9217758178711,31.5273048464757,14.5347859780962,177
"50",15,2502,22.87,39.92,0,336.96,2024-06-26,0,0.452551348358012,4.07076644897461,129,41.3582534790039,31.5273048464757,14.5347859780962,178
"51",15,2502,19.71,33.41,0,337.95,2024-06-27,0,0.477145621013007,3.04784727096558,129,35.2693481445312,31.5273048464757,14.5347859780962,179
"52",15,2502,20.11,34.83,0.51,164.37,2024-06-28,0,0.501526868975835,5.83967542648315,129,35.9128112792969,31.5273048464757,14.5347859780962,180
"53",15,2502,18.95,34.97,1.78,318.49,2024-06-29,0,0.525440911183459,4.57174682617188,129,33.9327850341797,31.5273048464757,14.5347859780962,181
"54",15,2502,17.74,27.19,0.25,314.78,2024-06-30,0,0.548646583817322,1.77893841266632,129,33.4423942565918,31.5273048464757,14.5347859780962,182
"55",15,2502,14.55,24.36,3.56,110.29,2024-07-01,0,0.570922750860827,5.08058786392212,129,41.0488624572754,31.5273048464757,14.5347859780962,183
"56",15,2502,18.82,37.68,8.89,253.46,2024-07-02,25.4,0.592073485830688,5.840904712677,129,47.0947227478027,31.5273048464757,14.5347859780962,184
