"0","plots <- st_read(""data/Plot_Boundary/Plot boundaries/Map with all plots/2024_Colby_TAPS_Harvest_Area.shp"")"
"1","Reading layer `"
"1","2024_Colby_TAPS_Harvest_Area"
"1","' from data source "
"1","
"
"1","  "
"1","`"
"1","C:\Users\ghintz\OneDrive - Kansas State University\Documents\GitHub\TAPS-Hackathon-2024\data\Plot_Boundary\Plot boundaries\Map with all plots\2024_Colby_TAPS_Harvest_Area.shp"
"1","' "
"1","
"
"1","  "
"1","using driver `"
"1","ESRI Shapefile"
"1","'"
"1","
"
"1","Simple feature collection with 138 features and 4 fields"
"1","
"
"1","Geometry type: POLYGON
"
"1","Dimension:     XY
"
"1","Bounding box:  "
"1","xmin: -101.0663 ymin: 39.38503 xmax: -101.0642 ymax: 39.38717"
"1","
"
"1","Geodetic CRS:  WGS 84
"
"0","ECdata <- read.csv(""data/ECdata/EC Data/2024_TAPS_Veris_raw_spatial_data.csv"", sep = ';', dec = ',') "
"0","ECdata_sf <- st_as_sf(ECdata, coords = c(""Long"", ""Lat""), crs = st_crs(plots))"
"0",""
"0","ECplots <- st_join(ECdata_sf, plots)"
"0",""
"0","EC_byplot <- ECplots %>%"
"0","  group_by(Plot_ID) %>%"
"0","  summarise(EC_Shallow = mean(EC.SH, na.rm = TRUE),"
"0","            EC_deep = mean(EC.DP, na.rm = T)) %>% "
"0","  na.omit()"
"0",""
"0","EC_byplot"
"1","Simple feature collection with 138 features and 3 fields"
"1","
"
"1","Geometry type: MULTIPOINT
"
"1","Dimension:     XY
"
"1","Bounding box:  "
"1","xmin: -101.0663 ymin: 39.38504 xmax: -101.0642 ymax: 39.38717"
"1","
"
"1","Geodetic CRS:  WGS 84
"
